av_x,av_y,av_z,stdev_x,stdev_y,stdev_z,mad_x,mad_y,mad_z,ara,tbp_x,tbp_y,tbp_z
1.91633943962,11.1002685631,0.0218039286517,4.99095038214,3.52469859084,3.79436670393,3.95470532513,2.77530262078,2.71468687526,6.881127356e+12,1383333333.33,780000000.0,583333333.333
1.80385371849,10.5811590418,-0.0707666983124,4.18887871063,3.91845098622,3.39202103833,3.37596429236,3.09518882198,2.35828377288,6.886127356e+12,675000000.0,283333333.333,1150000000.0
1.85645507954,10.8628284782,0.052912647937,4.04026417491,3.9033572217,2.72153682614,3.37207650137,3.27781791491,2.1367373567,6.891127356e+12,1087500000.0,937500000.0,660000000.0
4.63355792036,8.06034345905,2.19936428249,2.27286597831,3.98077235495,2.60393180549,1.8687391122,3.16202214199,2.17138557113,1.02809706879e+14,325000000.0,550000000.0,925000000.0
4.93222849721,7.30834961253,2.5971870025,3.04809531835,4.48076789556,2.62895165035,2.46754299641,3.53586148737,2.00998653259,1.02814706879e+14,300000000.0,916666666.667,975000000.0
5.5914279498,7.09406918592,2.75249996946,3.45769195141,4.70314952465,3.36281691643,2.54883998652,3.77504941958,2.65179270387,1.02819706879e+14,1125000000.0,680000000.0,1275000000.0
5.15891538731,7.24121789579,2.52122359611,2.94948913748,4.59919173416,2.99252095414,2.36054635458,3.50470549781,2.3470153401,1.02824706879e+14,500000000.0,1000000000.0,1450000000.0
5.07594966901,7.16903810992,2.08925298012,2.87242717265,4.63699757639,3.71659534016,2.23661106887,3.67586650024,3.0732487143,1.02829706879e+14,610000000.0,1225000000.0,500000000.0
5.25809147326,7.36717882716,3.05319106729,3.06595138311,4.89578984454,3.22731037586,2.36541743154,3.94072741915,2.56986915547,1.02834706879e+14,1450000000.0,1450000000.0,325000000.0
4.74517928852,7.48180070688,2.21425543329,3.03886429262,4.88818909337,3.3455152375,2.508803319,4.07472722594,2.76901631576,1.02839706879e+14,800000000.0,820000000.0,875000000.0
4.54881429862,7.656295345,2.26651830829,2.86794915018,4.88785903538,3.54772311452,2.32727549971,3.94906830494,2.8680189201,1.02844706879e+14,1466666666.67,800000000.0,375000000.0
-3.60699430239,8.24984552743,3.12839478323,3.46376443906,4.53961326719,2.95131527346,2.79040135832,3.71505621734,2.41780191426,1.02949416474e+14,633333333.333,500000000.0,1025000000.0
-1.82373648833,7.85639810794,2.73715638228,3.88104328985,4.29415957623,3.62819313786,2.93780717449,3.40517644752,2.96711009662,1.02954416474e+14,400000000.0,966666666.667,883333333.333
0.788819632125,9.09690913862,3.02272296082,3.02018751251,4.79765809261,3.56920194186,2.4155640878,3.8307075886,2.88105333364,1.02959416474e+14,1083333333.33,762500000.0,766666666.667
1.54503000184,9.18329804105,1.84481433909,2.49924500656,4.57874757138,3.6838438959,1.85823478683,3.67834194672,2.92390434184,1.02964416474e+14,350000000.0,1466666666.67,566666666.667
2.40339575771,8.44821377321,2.24483669533,2.93919296275,5.21609987399,3.71518281375,2.20565181761,4.35438051452,3.06912188233,1.02969416474e+14,750000000.0,733333333.333,1650000000.0
0.98873661769,9.02934189024,2.49253984069,2.49264244345,4.9478191079,3.26876038189,1.90484737779,4.04204119384,2.47578679302,1.02974416474e+14,1550000000.0,440000000.0,1550000000.0
0.485838938095,8.84518113654,2.09549032349,2.20624209469,4.40514483323,3.04586916321,1.65997238491,3.48629534239,2.40818856712,1.02979416474e+14,1083333333.33,600000000.0,750000000.0
-6.24381094346,6.84737341296,2.72089667501,4.15287942318,3.85068082285,3.22518897898,3.29460355407,3.07115569861,2.59700086974,1.03069096467e+14,4800000000.0,812500000.0,1800000000.0
-5.7819102907,7.80583098511,3.32719498639,4.31830353509,4.5721870123,3.67318016174,3.4890352655,3.66780343266,2.88918569443,1.03074096467e+14,1250000000.0,591666666.667,1012500000.0
-6.11388023992,7.30013262448,3.02128094559,4.42724945469,4.37139534614,3.38069598266,3.65742534169,3.66742809361,2.62801138291,1.03079096467e+14,700000000.0,1333333333.33,750000000.0
-5.28361492841,7.2663622936,1.52502022694,4.191387121,4.03103488311,3.44474526065,3.28357349165,3.1690679,2.70603778902,1.03084096467e+14,875000000.0,660000000.0,425000000.0
-6.0780856139,7.07944314176,1.87303252576,4.12529298533,3.57652083972,4.24074933432,3.38204631019,2.86160445578,3.50729274269,1.03089096467e+14,800000000.0,1325000000.0,750000000.0
-6.42056205857,7.18050455488,2.19434001518,4.43198847239,3.90952108051,3.46411137266,3.49849969446,3.0332568585,2.81456809967,1.03094096467e+14,1175000000.0,1900000000.0,1483333333.33
-5.33239384043,7.12834313966,2.11358636005,3.98861283611,3.95582071643,3.81953016803,3.11895203948,3.1865842447,3.05371650621,1.03099096467e+14,1016666666.67,775000000.0,1125000000.0
-4.76240688731,7.36240680416,2.35296002424,4.14036575357,4.72063163806,3.73560849429,3.28361836992,3.73880835465,3.00947549659,1.03104096467e+14,800000000.0,616666666.667,1383333333.33
-1.60125789855,8.43071597682,2.33451722454,2.59230030578,4.17064456067,3.15912267344,2.03555076261,3.38185951918,2.60071234816,1.03216266663e+14,1775000000.0,641666666.667,1200000000.0
-4.01195451521,7.91335017587,2.29600562972,3.89479802084,4.52585183613,3.48716813766,3.06487215785,3.60470617482,2.79458790884,1.03221266663e+14,1200000000.0,933333333.333,800000000.0
-4.19463760859,7.59984922827,2.66015995776,3.21621271276,4.44466464723,3.2474532234,2.53132210207,3.52116789194,2.44563583155,1.03226266663e+14,625000000.0,620000000.0,1050000000.0
-4.03605991199,8.15954795822,2.20552928192,3.91436034571,4.49983912293,3.32401624204,3.19029305705,3.64761736394,2.72306963,1.03231266663e+14,533333333.333,1250000000.0,583333333.333
-3.92649312186,7.98010844709,1.70867586501,3.14107859932,4.12520731578,3.9700033725,2.57025537487,3.302704424,3.20998962845,1.03236266663e+14,450000000.0,875000000.0,750000000.0
-3.96909357097,8.11210343915,2.32481489636,3.07415890888,4.0195558578,3.55400127504,2.42552049901,3.23249565769,2.94688081281,1.03241266663e+14,1533333333.33,1162500000.0,525000000.0
-4.16864233336,8.4529990827,1.78503598986,2.16228802819,2.6400758527,1.86260394579,1.68997733333,1.95453949302,1.46419330405,1.03246266663e+14,850000000.0,925000000.0,816666666.667
-3.22449690591,8.58798656175,1.91469853257,2.38389631129,3.7175104075,2.36998187971,1.92689880055,3.05822784892,1.85809356312,1.03251266663e+14,725000000.0,800000000.0,925000000.0
-4.34901543691,8.67976345044,1.95057506532,3.97709812347,4.3841306423,3.39764316104,3.28239005425,3.45468959832,2.67554396985,1.03256266663e+14,1166666666.67,900000000.0,950000000.0
-3.42579993964,9.23261041269,-2.13642276792,2.78224609455,3.28307512151,1.89003234705,2.17892356717,2.6075902489,1.46091206198,3.33675739e+12,1316666666.67,1516666666.67,1316666666.67
-3.57883128228,9.39861717802,-2.22101729918,3.14423495613,2.86605914429,2.71088189044,2.54779724338,2.20758826477,2.27065756795,3.34175739e+12,925000000.0,531250000.0,433333333.333
-3.83609202848,9.39726275934,-1.70384956355,3.26465025081,3.70340466339,2.9144453495,2.60444663243,2.84301551584,2.31707183294,3.34675739e+12,425000000.0,880000000.0,1033333333.33
-3.8191246178,9.17796575778,-1.89009308979,2.90202135566,2.69210604222,2.41162552245,2.23477590636,1.89412197,1.92604588119,3.35175739e+12,1350000000.0,2025000000.0,2175000000.0
-4.21676586396,9.05318892624,-1.91100149245,3.62439309421,4.14513184546,2.91873995221,2.83058218296,3.08329389801,2.4047760054,3.35675739e+12,1075000000.0,887500000.0,820000000.0
-3.97837551856,9.13199885609,-2.02497378333,3.13302527258,3.37874229094,3.0139295667,2.46874052411,2.53069530856,2.43023626245,3.36175739e+12,1800000000.0,1500000000.0,2200000000.0
-4.04937449295,9.23827642201,-1.81272887081,3.36471755332,3.16155292745,2.50377106851,2.74366780128,2.31789282529,2.03589116126,3.36675739e+12,2150000000.0,2125000000.0,700000000.0
-2.98893283592,9.63472736135,-1.30022720729,4.08810310394,3.26096017908,3.1838809486,3.20951069787,2.72180441951,2.34472511139,3.37175739e+12,581250000.0,607142857.143,1025000000.0
-1.55651495666,9.85510558007,-2.16145004933,2.77678197184,3.00066323091,2.73049834419,2.23299565743,2.34684996794,2.23025624016,3.453357335e+12,1475000000.0,1050000000.0,1425000000.0
-1.32036533808,9.93260431788,-1.86627485828,2.45423109989,3.23423556084,3.10576602525,1.96311490005,2.43265474064,2.67749045657,3.458357335e+12,1275000000.0,480000000.0,1033333333.33
-1.1125171989,9.83052885639,-1.54402005196,2.94749282403,2.94126953107,2.88199159733,2.2957930095,1.99922151767,2.33193301528,3.463357335e+12,2000000000.0,1450000000.0,1350000000.0
-0.854566954057,9.94109022107,-1.20166568765,3.27140465984,3.49810445207,3.76151251704,2.58715886783,2.52578425637,2.90031997057,3.468357335e+12,983333333.333,733333333.333,1016666666.67
-1.48803048387,9.70140841397,-1.8104626623,4.62682409993,4.09445865451,3.76056967289,3.51787074663,2.99253325748,2.93885630507,3.473357335e+12,675000000.0,600000000.0,583333333.333
-1.51258512827,9.81758678754,-2.1617282533,3.49389236679,2.94602434929,3.47064317371,2.81737739993,2.12337765418,2.61830333677,3.478357335e+12,1875000000.0,637500000.0,1550000000.0
-1.50547359022,9.69298445026,-2.1366050971,4.60487723224,3.97832972684,4.21613080482,3.71585016628,2.80477024129,3.21860842232,3.483357335e+12,1525000000.0,583333333.333,1525000000.0
-1.37681757117,9.89326137599,-1.77566936689,3.56995932979,3.23601564428,3.68370265228,2.81585205779,2.4422058772,2.89557590556,3.488357335e+12,1450000000.0,816666666.667,1175000000.0
0.89758197608,8.94572635987,2.74774189656,2.9354327814,4.32192174394,2.44242674768,2.14554797202,3.51567206678,1.74076498206,2.581797277e+12,1650000000.0,712500000.0,1300000000.0
0.924076799091,9.21384330681,2.09015225226,2.45979760696,3.81866903452,2.43217402187,1.95103505856,3.05169994294,1.78609235243,2.586797277e+12,1400000000.0,900000000.0,1300000000.0
0.817976737688,9.46997328361,1.99250010752,2.51809801361,3.83193521276,2.22816373026,2.0140460849,3.05674524214,1.57516100301,2.591797277e+12,592857142.857,837500000.0,975000000.0
0.92175555435,8.65459403509,3.06013139693,2.58037517685,4.2585963703,2.80744835714,1.89538575302,3.45704755996,2.1528348575,2.596797277e+12,966666666.667,810000000.0,962500000.0
0.93558891943,9.06571098245,2.17869386583,2.52425098687,3.50154641745,2.37315226415,1.90665795073,2.79161772768,1.71580307782,2.601797277e+12,1366666666.67,675000000.0,1575000000.0
1.12956317518,9.05623705994,2.60267437934,2.25781607949,3.89225892797,2.30462992706,1.77289973176,3.11412608951,1.68400640503,2.606797277e+12,1550000000.0,1450000000.0,1000000000.0
1.34185949835,8.9259554066,3.13174735074,1.93959371477,3.47425997887,2.22208576093,1.45806169778,2.80380010977,1.65464953675,2.611797277e+12,850000000.0,1275000000.0,1550000000.0
0.967625606191,9.1549891669,2.27087575436,2.00887963158,3.4812280415,2.23115540117,1.48015536035,2.91188515193,1.69713459409,2.616797277e+12,1450000000.0,1416666666.67,2100000000.0
1.68353270449,9.05357666205,2.75597197597,2.3850571521,3.64367083478,2.06876800809,1.8251062397,2.84465284244,1.54866297917,2.621797277e+12,1325000000.0,1516666666.67,1525000000.0
1.26782322775,9.20556699303,2.32462049052,2.33131686265,3.65204775227,2.47486588351,1.76658644898,2.8122793223,1.77215894343,2.626797277e+12,650000000.0,700000000.0,925000000.0
1.29744250528,8.83121853399,3.14922104177,2.20307112793,3.42851090829,2.20063946889,1.57094108292,2.59660370533,1.59748893941,2.761917211e+12,1200000000.0,900000000.0,1200000000.0
1.21138830385,9.50590869903,2.06316864251,1.96532627351,2.93275955438,2.17716363827,1.56306238418,2.33406048452,1.63291854842,2.766917211e+12,1225000000.0,1083333333.33,1166666666.67
1.16846557466,8.92610903917,2.84262888344,2.3415017421,3.65403341921,2.09341320462,1.83799286183,2.95680287719,1.52707572114,2.771917211e+12,1033333333.33,1025000000.0,1525000000.0
0.928680749752,9.39429841883,2.07990829944,2.71606773738,3.95856633538,2.65440873764,2.14919523934,3.0244199637,1.98568085011,2.776917211e+12,1037500000.0,1012500000.0,1400000000.0
1.28628876407,9.12642673204,2.59312616719,2.96534427722,4.42395436318,2.60732299802,2.24351929654,3.61025922559,1.89812545821,2.781917211e+12,633333333.333,770000000.0,900000000.0
0.906317588003,8.98984702399,2.56582046682,2.35971876593,3.76936858902,2.33189862585,1.74712070189,2.94138013914,1.77261551455,2.786917211e+12,950000000.0,975000000.0,975000000.0
0.92708168619,9.19303487699,1.96799466945,2.49566066065,3.85188989834,2.67751763083,1.9781645736,3.0734237996,1.94581699651,2.791917211e+12,2025000000.0,910000000.0,1125000000.0
1.28502333514,8.73613445956,2.86871121612,2.74204180496,4.20611432705,2.58982737247,2.06436377502,3.47639565877,1.90272594405,2.796917211e+12,750000000.0,1500000000.0,1000000000.0
0.723617912606,9.21096179294,2.34327251605,2.76208930154,4.55441916021,2.80133927478,1.98147896213,3.64914184214,2.04976410042,2.801917211e+12,900000000.0,585714285.714,825000000.0
0.666421221738,9.07146128827,2.00415300737,2.8370193762,4.25795119532,2.36362996903,2.10928970993,3.43432593199,1.61247888342,2.806917211e+12,1925000000.0,633333333.333,1975000000.0
1.2118091451,9.25666558646,2.44677458504,2.5210192572,3.97349937544,2.54512630341,1.92405450429,3.27297004765,1.92029386869,2.811917211e+12,2175000000.0,725000000.0,975000000.0
-1.36737156109,9.04897222003,2.507020665,2.97206541636,3.63388907989,2.03617405687,2.30824114501,2.94053540907,1.51446863821,2.944017278e+12,566666666.667,675000000.0,1000000000.0
-1.46061067227,9.15690422169,1.84667501882,2.85449312025,3.42425701455,2.73015135307,2.14722413048,2.75256645173,1.94212708539,2.949017278e+12,833333333.333,1425000000.0,2225000000.0
-1.17898815072,9.2527465756,2.09803187199,2.47679851071,4.08610222043,2.32150670218,1.93470792742,3.22939669261,1.70901091401,2.954017278e+12,1037500000.0,691666666.667,1233333333.33
-1.58196929317,9.02772046456,2.24655697758,2.27297638725,3.57531420324,2.19316100975,1.83056162843,2.8144092084,1.51419734775,2.959017278e+12,1216666666.67,840000000.0,1000000000.0
-1.40556641038,9.35981647629,1.81160089989,2.6467492419,2.74023762058,2.57224327037,2.1024783758,2.21848943131,1.88563760994,2.964017278e+12,1250000000.0,733333333.333,1216666666.67
-0.887339932584,8.94071489616,2.49044275178,2.42004489865,3.67199952875,2.1356492257,1.9419943629,2.95964577087,1.56957006589,2.969017278e+12,1400000000.0,830000000.0,1050000000.0
-1.36882229936,9.0489148214,2.01849925388,2.38787133482,3.87850862229,2.68319395622,1.91639125626,3.05569623881,1.856575805,2.974017278e+12,1425000000.0,1416666666.67,875000000.0
-0.915845278494,9.2181641595,2.28206776003,2.56999545321,3.45808502667,2.61598306868,2.12511508732,2.76593626664,1.98724064168,2.979017278e+12,450000000.0,460000000.0,1033333333.33
-0.786801433448,8.91305876501,2.40985164033,2.31046194549,3.8446744759,1.96380590926,1.8914175952,3.05370968242,1.4617777612,2.984017278e+12,866666666.667,616666666.667,1375000000.0
-1.02011779872,9.1833252582,1.93217518042,2.79400644977,3.36393506622,2.39388406051,2.18224402477,2.68729945669,1.82632688231,2.989017278e+12,2125000000.0,500000000.0,2175000000.0
1.3724098821,9.94762624971,0.15755321885,1.89294878392,3.48037631206,1.94797234083,1.52830617366,2.61719464321,1.51312069957,4.013687382e+12,1300000000.0,1600000000.0,1300000000.0
1.89389361909,9.38346470612,-0.0151330050056,2.00245724978,3.15817802004,1.54640434585,1.43736430662,2.48074539177,1.13407521745,4.018687382e+12,1283333333.33,541666666.667,1925000000.0
2.56887798889,9.47933004701,0.52281555157,2.15720805382,2.83576902654,1.88960112751,1.73642033868,2.28922638228,1.48735735309,4.036057225e+12,1450000000.0,637500000.0,600000000.0
2.31667201539,9.42760664429,0.114531311652,2.23372481283,3.1995748299,1.35327088419,1.68004819188,2.61235819626,1.05605689234,4.041057225e+12,1900000000.0,533333333.333,650000000.0
2.50243779996,9.64885434936,-0.252210810373,2.05638934078,3.31245868663,1.55716860202,1.56647605233,2.59189297815,1.23019217977,4.059857243e+12,866666666.667,675000000.0,1800000000.0
2.47120285722,9.31687229602,-0.0956832438974,2.48955721577,3.68307035567,1.87722153762,1.81224862703,2.94809195738,1.34827864536,4.064857243e+12,1266666666.67,612500000.0,900000000.0
2.71274379976,9.63774226715,-0.417256837398,2.67599210994,3.65360568659,2.18437723618,1.88289813275,2.76336209897,1.54563348531,4.082297215e+12,1225000000.0,625000000.0,725000000.0
2.84247758246,9.08917392739,-0.0544044855368,2.83290219879,3.79033923178,1.7098408733,2.05836522406,2.89839957473,1.21515626198,4.087297215e+12,1350000000.0,837500000.0,950000000.0
6.3475314094,6.95202203465,-0.965431365333,4.47675683359,3.39553331947,1.91879491148,3.85899899973,2.71638585632,1.31730558413,2.08774926722e+14,983333333.333,920000000.0,762500000.0
7.03704834542,6.87980826584,-0.866925675043,3.85766280446,3.77985678587,1.6388741672,3.15345875821,3.0928572305,1.13978444736,2.08779926722e+14,2200000000.0,1950000000.0,880000000.0
6.89055913328,7.22547772607,-0.679642758819,4.06360545063,3.40291105102,2.30390727923,3.37939139516,2.7431576042,1.43371877135,2.08784926722e+14,1266666666.67,1383333333.33,1550000000.0
6.85478858642,6.70289303955,-0.731297327833,4.27573885877,3.49212873518,2.38043101374,3.43525536842,2.75083737997,1.5779118119,2.08789926722e+14,1975000000.0,550000000.0,1475000000.0
7.04324256021,6.659874097,-0.468957615248,3.91217085142,4.00367167009,1.86956165898,3.17849369761,3.2325266352,1.39503828733,2.08794926722e+14,1416666666.67,950000000.0,775000000.0
9.42852922726,3.46098063265,-1.05671138893,4.23354462346,3.69103727074,2.46250232777,3.45958392412,3.03476091121,1.78368395165,2.08885526606e+14,1083333333.33,790000000.0,525000000.0
9.06761457637,3.5318010076,-0.925338762915,4.12553602454,3.53988285156,2.17603869208,3.34340771464,2.81059867512,1.65672440623,2.08890526606e+14,1062500000.0,770000000.0,400000000.0
9.47101846251,3.19573687778,-0.888641375814,3.92406810799,3.5122248072,2.52552241113,3.17853280723,2.7592493606,1.73471048144,2.08895526606e+14,1800000000.0,2275000000.0,2050000000.0
9.26455077777,3.02985101218,-0.877923743309,4.1448668332,3.47570711258,2.21042711017,3.25746832943,2.78470992886,1.46784885427,2.08900526606e+14,883333333.333,1400000000.0,1800000000.0
9.26839865089,3.33151070418,-0.881228528437,4.12098045403,3.45794199917,2.3883466172,3.32559059724,2.8164490098,1.64555377249,2.08905526606e+14,1037500000.0,866666666.667,1425000000.0
9.34251879135,2.35276139159,-0.348725729014,4.85816977255,3.94738488294,2.33369104129,3.97477413261,3.27960013874,1.77817319378,2.08990676539e+14,1416666666.67,1175000000.0,700000000.0
9.6208575099,1.91669086319,-0.753721636693,4.39025617231,3.3617024942,2.83592504288,3.44386743265,2.72246004277,1.96623595073,2.08995676539e+14,662500000.0,1225000000.0,1950000000.0
10.1653690449,1.74609493641,-1.47178831006,4.32127688366,3.52825776296,2.78271812476,3.69635094298,2.78047786388,2.00475131746,2.09000676539e+14,471428571.429,1566666666.67,950000000.0
10.0911004095,1.66249065541,-1.26349134664,4.48869289166,3.5395213943,2.40925670769,3.71062762809,2.91037029956,1.75865467775,2.09005676539e+14,790000000.0,1400000000.0,1875000000.0
9.22105809131,1.53494688988,-0.747317749708,3.66880668658,3.27845757286,1.87643060569,2.84231796229,2.56753590927,1.27016331625,2.09010676539e+14,1012500000.0,675000000.0,633333333.333
0.721271112758,9.2616203219,0.260268842595,3.59577531584,4.21840111781,3.33295637721,2.88795340957,3.42382376615,2.53207190154,2.09084656642e+14,950000000.0,1133333333.33,316666666.667
5.21514221599,9.28764669853,-0.902572663282,3.99639775232,4.10145250966,2.40562854606,3.30076942623,3.48550163067,1.87920465475,2.09089656642e+14,1033333333.33,650000000.0,725000000.0
5.21245320288,7.61750891636,-0.339852329558,3.61905669209,4.20053779244,2.86211269141,2.81069585393,3.6012224903,2.06605526689,2.09094656642e+14,1016666666.67,542857142.857,425000000.0
6.47894028644,8.09620274523,-0.936908985507,4.53416165985,4.59591238545,2.4984383637,3.69004488611,3.8118661403,1.80949173843,2.09099656642e+14,1100000000.0,880000000.0,950000000.0
5.87305805195,7.74379025518,-0.937461511804,4.07913353183,4.33917049479,1.59660717683,3.16549987186,3.42350133204,1.05293160629,2.09104656642e+14,1025000000.0,1350000000.0,1700000000.0
5.80538137937,7.75240938926,-0.427119487987,3.91853800697,3.47108737796,3.03903669855,2.82516957951,2.75358170867,1.78124638958,2.09109656642e+14,783333333.333,1925000000.0,400000000.0
2.60625026567,8.15069427779,2.0841672993,4.24748985086,3.60063776334,2.50015232258,3.39614749045,2.79508343949,1.75574644171,1.11914456636e+14,1150000000.0,616666666.667,1516666666.67
-0.139453426809,9.11911952307,0.96026047492,2.49290480334,3.44562952922,1.82658778473,1.83567664854,2.67715711515,1.41840284007,1.11919456636e+14,1675000000.0,1266666666.67,400000000.0
-0.125504791299,9.16883600872,1.51672111749,2.13942749757,3.81068221605,2.39975566318,1.63260704341,3.05092880936,1.79291787296,1.11924456636e+14,1650000000.0,1233333333.33,1625000000.0
-0.766264877494,9.27649539894,1.64364464881,2.8693564081,3.75957128274,1.97878169845,2.12571915976,3.09962256417,1.53112975502,1.11929456636e+14,550000000.0,1000000000.0,1025000000.0
-0.0973612744167,9.39779176719,1.36386808943,2.92512340366,3.92076994793,2.59581633345,2.29035083894,3.14855809578,1.93288038624,1.11934456636e+14,1350000000.0,1450000000.0,1250000000.0
-0.750806040613,9.38760681301,1.40539745659,3.0631585916,4.3155077583,2.59725552147,2.21281680427,3.56190887364,1.99635840656,1.11939456636e+14,1016666666.67,1050000000.0,1062500000.0
-0.474500851117,9.1623303166,1.39144987857,2.63733421152,3.83254500342,2.3168351939,1.99621840534,3.14777906059,1.74984552416,1.11944456636e+14,450000000.0,612500000.0,975000000.0
-0.179352145824,9.41311510963,1.31958601136,3.01495206605,3.55736197791,2.23191078873,2.25016937384,2.85720576516,1.65855505736,1.11949456636e+14,1050000000.0,1575000000.0,1825000000.0
-0.677427776336,9.26347070684,1.73869080656,2.91216955623,3.9967060555,2.29000620117,2.03581587708,3.31814163383,1.73882010465,1.11954456636e+14,500000000.0,683333333.333,1525000000.0
-0.739096170642,9.2209180715,1.47994327992,3.04608887695,3.52309535426,2.09375286994,2.25108706412,2.75642620953,1.68273782758,1.11959456636e+14,466666666.667,800000000.0,625000000.0
-0.57739269148,9.32063146545,1.39440669348,2.93979938293,3.58855423951,2.50141560045,2.2818899292,2.85550151861,1.93068118504,1.11964456636e+14,875000000.0,1650000000.0,775000000.0
1.83764582533,8.4715768745,2.94141263784,2.05395485191,3.04642720689,1.95429185639,1.67829830379,2.55915501528,1.52958331111,1.11969456636e+14,1275000000.0,560000000.0,390000000.0
1.16845514821,8.64435946979,1.57311748057,3.95713279258,3.5132552484,2.51578521228,3.28322051975,2.84968494268,1.67619527283,1.12048496553e+14,325000000.0,670000000.0,800000000.0
